indroea,lugar,comentario,serv,suprest,suprcnc,hoja_id,alti,altimax,naa,naam,naai,num_cuenca,muni_id,xutm,yutm,xutm30,yutm30,long,lat,longwgs84,latwgs84,observ1,xetrs89,yetrs89,cod_saih,demarcacion
9072,ANDA                               ,SIN DATOS                                                             ,0,135,319,111,573.0,,0,0,0,9056,1020,508407,4751723,508407,4751723,-25349,425502,-25354,425458,,508301,4751515,,EBRO
9073,SANGÜESA                           ,,1,275,279,174,393.0,1517.0,75,78,49,9205,31216,643344,4712744,643344,4712744,-11515,423311,-11519,423307,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,643237,4712534,A073,EBRO
9074,ARCE                               ,,1,1357,1358,172,455.0,1442.0,75,84,45,9076,9219,508565,4725201,508565,4725201,-25344,424043,-25349,424038,DATOS MODIFICADOS 1996-97 A 2012-13 (ANUARIO 13-14)                                                 ,508458,4724993,A074,EBRO
9075,BERANTEVILLA                       ,CORRECCIÓN POR POZO SUCIO (DATOS 2013-14)                             ,1,307,310,137,453.0,1180.0,77,85,51,9075,1014,509604,4725577,509604,4725577,-25258,424055,-25303,424051,DATOS MODIFICADOS DE 2004-05 A 2018-19 (ANUARIO 19-20)                                              ,509497,4725369,A075,EBRO
9076,ORBAICETA                          ,,1,127,1561,117,790.0,2021.0,47,47,11,9193,31195,649812,4760947,649812,4760947,-10945,425908,-10950,425904,LOS DATOS DE 2007-08 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,649706,4760737,A076,EBRO
9077,ISABA                              ,INT 1969                                                              ,0,86,87,117,783.0,2100.0,23,33,0,9181,31128,669669,4747926,669669,4747926,-5523,425152,-5528,425148,,669562,4747716,,EBRO
9078,GARINOAIN                          ,,1,47,55,173,495.0,1030.0,72,81,32,9208,31114,611419,4717013,611419,4717013,-13831,423548,-13836,423544,LOS DATOS DE 2009-10 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,611312,4716804,A078,EBRO
9079,URROZ                              ,,1,180,214,142,483.0,1279.0,78,88,55,9196,31243,630461,4736765,630461,4736765,-12419,424618,-12424,424614,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,630354,4736555,A079,EBRO
9080,ZURIZA                             ,,1,47,271,118,1187.0,2366.0,74,83,34,9177,22028,678169,4748074,678169,4748074,-4909,425149,-4913,425145,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,678062,4747864,A080,EBRO
9081,"MINA, LA                           ",SIN DATOS DIARIOS                                                     ,0,34,359,118,1239.0,,0,4,0,9173,22901,688934,4747470,688934,4747470,-4115,425121,-4120,425117,,688827,4747260,,EBRO
9082,"MALLO, EL                          ",SIN DATOS DIARIOS                                                     ,0,15,359,118,1431.0,,0,4,0,9173,22901,693238,4745428,693238,4745428,-3808,425011,-3813,425007,,693131,4745218,,EBRO
9083,OLIANA                             ,,1,2700,22579,291,440.0,2921.0,69,69,45,9447,25165,855163,4668850,855163,4668850,11738,420526,11734,420522,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,855055,4668639,A083,EBRO
9084,ALLOZ                              ,,1,132,185,140,400.0,1009.0,50,57,30,9230,31260,586321,4727575,586321,4727575,-15646,424142,-15651,424138,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,586214,4727366,A084,EBRO
9085,RIEZU                              ,,1,14,75,140,481.0,1238.0,65,74,33,9229,31120,585648,4735474,585648,4735474,-15712,424559,-15716,424555,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,585541,4735265,A085,EBRO
9086,GARINOAIN                          ,,1,76,456,173,494.0,990.0,74,81,13,9207,31114,610830,4717489,610830,4717489,-13857,423604,-13901,423560,DATOS MODIFICADOS DE 2010-11 A 2014-15 (ANUARIO 15-16)                                              ,610723,4717280,A086,EBRO
9087,GRISEN                             ,,1,9694,9718,354,250.0,1814.0,51,54,31,9288,50043,651824,4621939,651824,4621939,-11028,414403,-11033,414358,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,651716,4621730,A087,EBRO
9088,PITARQUE                           ,,1,279,402,543,990.0,1997.0,65,64,41,9363,44183,703113,4500242,703113,4500242,-3555,403738,-3600,403734,DATOS MODIFICADOS DE 2013-14 A 2018-19 (ANUARIO 19-20)                                              ,703004,4500033,,EBRO
9089,ZARAGOZA                           ,,1,4008,4009,355,194.0,3151.0,26,24,14,9326,50297,679766,4615520,679766,4615520,-5026,414014,-5031,414010,DATOS 2006-07  PROVISIONALES. DATOS MODIFICADOS DE 2013-14 A 2018-19 (ANUARIO 19-20)                ,679658,4615311,A089,EBRO
9090,"FAYOS, LOS                         ",INT 1997                                                              ,0,145,145,320,570.0,1563.0,49,56,28,9243,50106,601030,4637100,601030,4637100,-14657,415243,-14702,415239,                                                                                                    ,600922,4636891,,EBRO
9091,LASCELLAS                          ,,1,501,3385,287,390.0,2077.0,74,74,50,9615,22027,739160,4663736,739160,4663736,-630,420519,-635,420515,,739052,4663526,A091,EBRO
9092,TRESPADERNE                        ,,1,1093,1101,136,540.0,1707.0,62,62,2,9036,9394,467261,4739162,467261,4739162,-32401,424813,-32406,424809,,467154,4738955,A092,EBRO
9093,OÑA                                ,,1,1051,1093,136,570.0,1176.0,62,62,17,9026,9238,466222,4731713,466222,4731713,-32445,424411,-32450,424407,"LOS DATOS DE 2005-06, 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                    ",466115,4731506,A093,EBRO
9094,ALBALATILLO                        ,,1,1499,2873,357,245.0,,29,29,14,9622,22213,734430,4627005,734430,4627005,-1049,414534,-1053,414530,,734322,4626795,A094,EBRO
9095,BARBASTRO                          ,,1,345,372,287,320.0,1441.0,72,72,9,9599,22048,759376,4657956,759376,4657956,759,420149,754,420145,"LOS DATOS DE 2007-08, 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                    ",759268,4657746,A095,EBRO
9096,BALAGUER                           ,,1,7796,22579,359,210.0,2921.0,76,76,50,9499,25040,816451,4634016,816451,4634016,4830,414739,4825,414735,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,816343,4633805,A096,EBRO
9097,PIÑANA                             ,,1,1757,2046,327,300.0,3205.0,75,75,47,9536,22089,299153,4639159,797056,4642525,3447,415241,3442,415237,"LOS DATOS DE 2007-08, 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                    ",796948,4642314,A097,EBRO
9098,MONESTIR                           ,INT 1980                                                              ,0,200,201,253,551.0,2600.0,20,20,0,9440,25185,859216,4685974,859216,4685974,12112,421433,12108,421429,,859108,4685763,,EBRO
9099,CASPE                              ,,1,3845,3892,442,128.0,1987.0,47,47,30,9377,50074,752699,4566716,752699,4566716,51,411242,46,411238,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,752591,4566506,A099,EBRO
9100,BERGE                              ,,1,141,386,494,700.0,1532.0,62,62,45,9372,44040,717324,4526833,717324,4526833,-2517,405147,-2522,405143,DATOS MODIFICADOS DE 2018-19 (ANUARIO 19-20)                                                        ,717215,4526624,A100,EBRO
9101,"YESA, P.P.                         ",,1,2191,8521,174,423.0,2886.0,98,108,57,9188,31261,646828,4719928,646828,4719928,-11235,423701,-11240,423657,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,646721,4719718,A101,EBRO
9102,COLLEGATS                          ,,1,1518,2820,252,540.0,2906.0,74,74,0,9482,25171,337978,4682348,832785,4688369,10207,421633,10203,421629,LOS DATOS DE 2007-08 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,832677,4688158,A102,EBRO
9103,CAMARASA                           ,INT 1982                                                              ,0,7160,22579,328,240.0,2921.0,39,39,0,9497,25062,821833,4644519,821833,4644519,5243,415311,5238,415307,,821725,4644308,,EBRO
9104,ALOS DE BALAGUER                   ,INT 1982                                                              ,0,4318,22579,328,297.0,2921.0,40,39,0,9455,25022,828440,4647751,828440,4647751,5736,415446,5731,415442,,828332,4647540,,EBRO
9105,MEZALOCHA                          ,,1,620,1020,411,450.0,1514.0,75,75,53,9290,50167,660814,4588056,660814,4588056,-10432,412538,-10437,412534,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,660706,4587847,A105,EBRO
9106,SANTOLEA - P.P.                    ,,1,1236,3892,519,540.0,1997.0,74,74,53,9366,44071,726779,4517766,726779,4517766,-1846,404644,-1851,404640,DATOS DE 2009-10 Y 2010-11 PENDIENTES DE REVISION. DATOS MODIFICADOS 2012-13 (ANUARIO 13-14)        ,726670,4517556,A106,EBRO
9107,ULLIVARRI                          ,INT 1955                                                              ,0,243,1358,112,514.0,,11,11,0,9058,1008,531467,4752863,531467,4752863,-23652,425537,-23657,425533,,531361,4752655,,EBRO
9108,URRUNAGA                           ,INT 1955                                                              ,0,144,181,112,610.0,,11,11,0,9063,1058,528150,4755595,528150,4755595,-23918,425706,-23923,425702,,528044,4755387,,EBRO
9109,VALDERROBLES                       ,,1,79,79,520,590.0,1356.0,52,52,37,9636,44246,764231,4524156,764231,4524156,759,404931,755,404927,DATOS MODIFICADOS DE 2002-03 A 2018-19 (ANUARIO 19-20)                                              ,764122,4523946,A109,EBRO
9110,BECEITE                            ,,1,49,79,520,627.0,1356.0,74,74,54,9634,44037,257971,4520811,764145,4521568,752,404807,747,404803,LOS DATOS DE 2009-10 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,764036,4521358,A110,EBRO
9111,ORGAÑA                             ,,1,2384,22579,253,542.0,2921.0,72,71,46,9441,25908,858548,4684601,858548,4684601,12040,421350,12035,421346,LOS DATOS DE 2005-06 Y DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                ,858440,4684390,A111,EBRO
9112,SASTAGO                            ,INT 1998                                                              ,0,48974,85001,441,130.0,3151.0,54,54,0,9337,50240,719782,4578748,719782,4578748,-2226,411946,-2230,411942,                                                                                                    ,719674,4578538,,EBRO
9113,VALDERROBRES                       ,,1,55,58,520,680.0,1053.0,74,74,52,9635,44114,256970,4521029,763131,4521717,709,404813,705,404809,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,763022,4521507,A113,EBRO
9114,PONS                               ,INT 1982                                                              ,0,3320,22579,329,360.0,2921.0,36,36,0,9451,25172,847891,4650211,847891,4650211,11143,415535,11138,415531,,847783,4650000,,EBRO
9115,PUENTE DE MONTAÑANA                ,,1,1068,2046,289,530.0,3205.0,67,67,0,9532,22188,805381,4673284,805381,4673284,4145,420905,4140,420901,LOS DATOS DE 2007-08 A 2011-12 SON PROVISIONALES PENDIENTES DE REVISION                             ,805273,4673073,A115,EBRO
9116,CALDAS DE BOHI                     ,INT 1997                                                              ,0,49,240,181,1335.0,3030.0,50,50,1,9515,25043,814974,4718349,814974,4718349,5010,423309,5006,423305,                                                                                                    ,814866,4718138,,EBRO
9117,BOHI                               ,INT 1997                                                              ,0,64,64,181,1350.0,3001.0,51,51,1,9516,25043,322577,4712663,815265,4717548,5021,423243,5017,423239,                                                                                                    ,815157,4717336,,EBRO
9118,OLIETE                             ,,1,670,2111,493,570.0,1577.0,74,74,58,9352,44172,694204,4540493,694204,4540493,-4129,405930,-4133,405926,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,694095,4540284,A118,EBRO
9119,SOPEIRA                            ,INT 1970                                                              ,0,733,2046,251,705.0,,17,17,0,9528,22223,808781,4691599,808781,4691599,4448,421853,4443,421849,,808673,4691388,,EBRO
9120,MENDAVIA                           ,,1,12010,85001,204,325.0,2262.0,73,73,52,9143,31165,565478,4696449,565478,4696449,-21215,422501,-21220,422457,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,565371,4696240,A120,EBRO
9121,FLIX                               ,INT 1992                                                              ,0,82416,85001,444,43.0,3404.0,45,45,0,9650,43060,294716,4567070,797636,4570260,3303,411342,3259,411338,                                                                                                    ,797528,4570050,,EBRO
9122,BLESA                              ,,1,138,1330,466,760.0,1402.0,69,69,53,9330,44043,676498,4545072,676498,4545072,-5401,410213,-5406,410209,,676389,4544863,,EBRO
9123,ANZANIGO                           ,,1,1391,4009,209,580.0,3151.0,72,72,56,9316,22072,693373,4697534,693373,4697534,-3901,422419,-3906,422415,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,693266,4697324,A123,EBRO
9124,"TORCAS, LAS                        ",,1,456,1020,439,612.0,1514.0,72,72,53,9290,50264,660496,4573702,660496,4573702,-10459,411753,-10504,411749,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,660387,4573493,A124,EBRO
9125,CARENAS                            ,,1,1478,1544,437,640.0,1518.0,68,68,44,9271,50072,600731,4569241,600731,4569241,-14751,411603,-14756,411559,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,600622,4569032,A125,EBRO
9126,ATECA                              ,,1,3619,9718,437,590.0,1518.0,68,68,49,9272,50038,600483,4575511,600483,4575511,-14758,411927,-14803,411923,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,600374,4575302,A126,EBRO
9127,ALCAINE                            ,,1,594,2111,493,585.0,1577.0,59,59,38,9350,44011,693538,4536484,693538,4536484,-4202,405721,-4206,405717,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,693429,4536275,A127,EBRO
9128,BARASONA                           ,INT 1972                                                              ,0,1511,1532,288,500.0,3404.0,24,24,0,9597,22187,773522,4668891,773522,4668891,1832,420725,1827,420721,,773414,4668680,,EBRO
9129,TRANQUERA - C.E.                   ,,1,87,88,437,695.0,1311.0,49,49,32,9266,50192,602517,4562678,602517,4562678,-14638,411230,-14643,411226,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ,602408,4562469,A129,EBRO
9130,GINASTE                            ,INT 1997                                                              ,0,149,2046,213,990.0,3205.0,36,36,0,9512,22157,805382,4711766,805382,4711766,4258,422950,4253,422946,,805274,4711555,,EBRO
9131,LLESP                              ,INT 1997                                                              ,0,225,240,213,924.0,3030.0,36,36,0,9521,25173,315500,4702578,808914,4706980,4523,422710,4519,422706,                                                                                                    ,808806,4706768,,EBRO
9132,GUIAMETS - C.E.                    ,INT 1996                                                              ,0,93,501,360,197.0,,12,12,1,9498,25035,817234,4556919,817234,4556919,4638,410603,4634,410559,,817125,4556709,,EBRO
9133,CANELLES                           ,INT 1958                                                              ,0,1643,2046,327,365.0,,9,9,0,9536,25156,799330,4653544,799330,4653544,3645,415835,3641,415831,,799222,4653333,,EBRO
9134,CORSA                              ,INT 1958                                                              ,0,1212,2045,289,506.0,,9,9,0,9532,22247,802630,4659535,802630,4659535,3919,420144,3915,420140,,802522,4659324,,EBRO
9135,ALINS                              ,,1,60,60,182,1100.0,2908.0,56,54,14,9475,25017,855407,4720486,855407,4720486,11943,423315,11938,423311,"LOS DATOS DE 2007-08, 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                    ",855299,4720275,A135,EBRO
9136,NOALES                             ,INT 1997                                                              ,0,76,104,213,995.0,2540.0,33,33,0,9513,22157,307857,4703470,801222,4707330,3948,422732,3943,422728,                                                                                                    ,801114,4707118,,EBRO
